profile,temperature_C,feature_name,feature_group,n_samples,duration_s,sampling_interval_median_s,detrend_type,low_frequency_energy_fraction,mid_frequency_energy_fraction,high_frequency_energy_fraction,spectral_centroid_cycles_per_sample,median_frequency_cycles_per_sample,frequency_at_90_percent_cumulative_power,reference_raw_signal,high_frequency_energy_reduction_vs_reference_percent,source_file,feature_column_used
BJDST,0.0,Raw voltage,raw_voltage,10172,10279.46662,1.0155500000000757,constant,0.36769428541922705,0.41690377819023616,0.21540193639053676,0.018333902776180765,0.005859375,0.037109375,V_raw,0.0,NMC_0C_BJDST.csv,V_raw
BJDST,0.0,Raw voltage,raw_voltage,10172,10279.46662,1.0155500000000757,linear,0.3451193581810927,0.4317151915697536,0.22316545024915352,0.01895733317702669,0.0068359375,0.0380859375,V_raw,0.0,NMC_0C_BJDST.csv,V_raw
BJDST,0.0,Corrected voltage,corrected_voltage,10172,10279.46662,1.0155500000000757,constant,0.9468186643158141,0.05230862121129493,0.0008727144728909315,0.0017677853475510821,0.0009765625,0.0029296875,V_raw,99.59484371983145,NMC_0C_BJDST.csv,V_corr_raw
BJDST,0.0,Corrected voltage,corrected_voltage,10172,10279.46662,1.0155500000000757,linear,0.881768190124203,0.11628807043008138,0.0019437394457158471,0.0026147286881509214,0.001953125,0.005859375,V_raw,99.12901417152801,NMC_0C_BJDST.csv,V_corr_raw
BJDST,0.0,Raw current,raw_current,10172,10279.46662,1.0155500000000757,constant,0.27661273073229475,0.42918870400085934,0.29419856526684596,0.025365277385517374,0.009765625,0.0537109375,I_raw,0.0,NMC_0C_BJDST.csv,I_raw
BJDST,0.0,Raw current,raw_current,10172,10279.46662,1.0155500000000757,linear,0.2754757981546637,0.4298741053169256,0.2946500965284107,0.02540327128754184,0.009765625,0.0537109375,I_raw,0.0,NMC_0C_BJDST.csv,I_raw
BJDST,0.0,Short voltage EMA,voltage_ema,10172,10279.46662,1.0155500000000757,constant,0.9865611442845413,0.01342037659532991,1.8479120128968964e-05,0.0013894278342256878,0.0009765625,0.001953125,V_corr_raw,97.88256976330923,NMC_0C_BJDST.csv,V_corr_raw_ema50
BJDST,0.0,Short voltage EMA,voltage_ema,10172,10279.46662,1.0155500000000757,linear,0.9629871611963559,0.036962586973522574,5.025183012174585e-05,0.0019450970305325364,0.001953125,0.0029296875,V_corr_raw,97.414682804709,NMC_0C_BJDST.csv,V_corr_raw_ema50
BJDST,0.0,Mid voltage EMA,voltage_ema,10172,10279.46662,1.0155500000000757,constant,0.9981579359957646,0.00183997476211193,2.089242123432661e-06,0.0011291539437477513,0.0009765625,0.001953125,V_corr_raw,99.76060416226261,NMC_0C_BJDST.csv,V_corr_raw_ema200
BJDST,0.0,Mid voltage EMA,voltage_ema,10172,10279.46662,1.0155500000000757,linear,0.9881760770698321,0.011811189232200795,1.2733697967062608e-05,0.0016139587964371482,0.0009765625,0.0029296875,V_corr_raw,99.3448865795707,NMC_0C_BJDST.csv,V_corr_raw_ema200
